21,11
22,11
23,13
24,14
0,0
31,21
32,21
33,13
34,24
35,21
35,23
35,24
36,13
0,0
41,31
42,31
42,32
43,23
43,34
44,31
45,32
0,0
51,41
52,32
52,41
53,13
53,14
53,31
54,44
55,35
55,36
55,42
55,44
55,45
0,0
61,53
62,13
62,22
62,52
62,54
63,36
54,0
63,54
65,45
71,12
71,14
71,32
72,23
72,32
72,52
73,23
73,33
75,66
81,52
81,61
0,0
84,55
84,62
84,66
85,75
0,0
